-0.01256,-0.04561
0.60346,-0.09146
0.15581,-0.04422
0.6229,0.78212
0.28433,-0.0911
-0.89198,0.45961
0.81124,-0.45901
0.10516,0.61266
-0.20039,0.75404
0.23348,0.81305
0.19991,-0.95426
-0.12618,1.24464
-0.41666,0.08457
-0.26089,0.79882
-0.36558,0.35254
-0.52871,-0.35257
-0.12461,0.39927
0.40102,0.01913
0.21646,0.18429
0.14504,-0.09966
-0.58628,0.34425
0.36394,-0.17469
0.12021,-0.48072
-0.06104,0.29744
-0.26585,-0.20433
-0.03455,-0.42933
-0.17202,0.21281
0.438,0.11678
0.1852,-0.38434
0.08714,0.38131
-0.7146,0.30987
-0.06931,-0.47031
-0.42955,-0.78623
-0.3617,0.06201
0.0235,-0.07242
-0.42461,0.09017
1.58076,-0.52367
-0.95314,0.60779
-0.57949,0.76282
0.11044,-0.13611
-0.28726,1.04629
0.2149,0.09914
-0.42722,0.18398
-0.0065,-0.04025
0.30453,0.23911
-0.29094,0.20018
0.07586,0.43576
-0.04549,-0.07232
-0.17733,0.05139
0.00123,-0.11338
0.20715,-0.00091
-0.01658,0.01266
0.15626,-0.3328
-0.79104,0.87195
-0.05633,-0.10222
-0.41074,-0.43863
0.47021,-0.04121
0.22538,-0.53159
-0.23394,0.07281
0.30114,0.17148
-0.03947,0.02546
-0.13776,0.15105
-0.1839,-0.40808
-0.14792,-0.1099
-0.07594,0.06
0.16613,0.14545
0.4715,1.07509
0.29101,0.15949
0.0413,-0.06061
-0.38463,-0.07877
-0.81571,-0.09754
0.25973,0.02047
0.06698,0.50505
0.12871,-0.39408
-1.11703,0.01065
-0.73814,-0.27419
0.49895,0.11156
-0.58509,-0.33826
0.0026,0.00171
-0.22501,0.17965
0.05424,-0.28317
-0.10337,0.03565
-0.15896,-0.02046
0.30987,0.09662
-0.01861,0.98426
0.07709,-0.06844
0.77588,-0.21435
0.35137,0.05976
-1.03637,0.05947
0.79929,-1.06642
-0.74352,0.17868
0.00083,0.00145
1.15534,-0.47265
-1.09293,0.11946
0.3763,0.27362
0.27661,0.19328
0.68023,0.73097
0.46319,0.36988
-0.05258,0.00985
0.19829,-0.83077
0.11587,-0.03273
0.29379,-0.26275
0.3299,0.0632
0.40047,-0.45894
-0.18129,-0.47902
0.0236,-0.0631
-0.12275,-0.27973
0.40048,0.65901
-0.33958,-0.59244
-0.0222,0.01269
0.27877,0.50087
-0.58276,-0.12275
-0.61087,0.68712
-0.20866,-0.01158
-0.09862,-0.34678
0.70475,0.09229
0.0772,0.02047
0.10441,-0.18506
0.22149,0.49044
0.51928,0.27506
-0.07958,-0.0284
0.16906,0.10564
1.14588,-0.08847
0.57201,0.46174
0.12464,0.20796
-0.80243,-0.86375
-0.74274,-0.14099
-0.36955,0.11214
0.16602,-0.21763
-0.15132,0.20866
-0.62816,-0.27077
0.06128,0.01021
0.34734,-0.75297
-0.00515,0.00844
0.40259,-0.00997
0.05615,-0.00678
0.5783,0.09072
-0.30855,0.13526
-0.2381,-0.21465
0.07325,0.01693
0.18636,-0.07892
-0.28513,0.23059
0.06007,0.29788
-0.10279,0.15532
0.95602,0.3482
0.01625,0.29868
-0.08223,0.13789
-0.23282,-0.2651
0.62233,-0.11277
0.88813,-0.93914
0.2801,0.00576
-0.09845,0.7847
0.0123,-0.07729
0.03367,-0.09615
-0.05,-0.19406
-1.55965,-0.29055
0.22335,0.17007
0.12778,0.37772
-0.443,-0.32031
-0.80971,0.85734
-0.32389,0.6491
-0.77363,0.50419
-0.09421,-0.40577
0.40275,0.46383
-0.17179,0.00135
0.05664,-0.15916
-0.46006,-0.28871
0.25041,0.2441
0.36119,-0.45237
0.23474,0.1999
0.18198,-0.41191
0.03369,0.01008
0.18045,-0.32084
-0.069,0.27223
-0.128,0.18138
0.48092,-0.10145
0.571,-0.36107
-0.29809,0.35848
-0.74263,0.45644
-0.05324,0.06843
-0.92184,-0.08542
-0.08809,0.43983
0.27749,-0.0551
-0.01891,0.79717
-0.19041,-0.40641
-0.328,-0.47449
0.04216,0.17993
-0.68851,-0.95882
0.84304,0.24227
0.0002,0.00037
-0.42781,0.53615
-0.12616,-0.55381
0.31842,-0.39623
1.33132,-0.51633
0.03723,0.15918
0.54022,-0.01116
-0.36373,0.26769
0.91002,0.58823
-0.1058,-0.03638
0.38144,-1.65168
0.09588,0.13856
-0.04425,-0.02183
0.11018,0.10465
-0.70087,-1.36738
-0.19835,-0.08548
-0.02412,0.08964
-0.10855,-0.28017
-0.66257,0.06036
-0.50275,0.19054
-0.02796,0.07608
-0.04685,-0.09416
0.03044,0.42674
-0.05292,0.4344
-0.13592,0.00145
1.28489,-0.66616
-0.16977,-0.10515
-0.02461,-0.03353
0.75393,-0.54866
0.15775,-0.14316
0.27223,0.41334
0.00157,0.0273
1.1457,-0.12427
-0.97023,-0.19691
-0.11456,-0.52019
-0.12274,-0.05907
-0.22315,0.0701
0.27819,-0.27074
-0.12356,0.18946
-0.47921,-0.6319
0.45026,0.44243
0.0691,0.02927
0.26735,0.14439
0.10751,-0.16078
-0.2943,0.35879
0.00308,0.01065
0.04936,0.0918
0.49861,-0.00925
-0.24512,-0.12144
-0.22188,-0.06192
0.05967,0.07297
0.24261,1.69564
0.20366,0.20111
0.15471,-0.99688
-0.27291,-0.54114
-0.74754,0.0212
-0.47245,0.15781
-0.35988,0.12982
0.0084,0.18012
-0.1216,0.04391
0.15315,-0.18522
-0.01277,-0.40542
0.32015,-0.38795
0.01083,0.02475
-0.5425,-0.99914
-0.25641,-0.42215
0.08515,0.18646
-0.28761,0.6293
0.54003,-0.29396
0.62984,0.51213
-0.04628,-0.04785
-0.04626,0.12992
-0.02822,0.01291
0.32791,-0.01227
-0.30802,-0.08978
-0.72518,-0.10264
0.03916,-0.00273
-0.0896,0.22867
1.16446,-0.16527
-0.45783,-0.20516
-0.44768,-0.07071
-0.33788,-0.04326
-0.19284,0.10828
-0.27956,-0.02083
0.35023,-0.30272
0.00022,0.00153
-0.19345,-0.0296
0.26728,-0.14944
0.29904,0.07038
0.85116,-0.85487
-0.0437,0.01966
1.02333,0.09098
0.18019,-0.28305
-0.05212,0.36148
-0.22039,0.15603
0.71856,0.14024
-0.38741,0.01044
0.31419,-0.01049
0.01976,-0.0163
-0.08786,-0.34012
0.29633,0.19043
0.08417,0.05423
-0.24851,0.70524
-0.07892,-0.15933
-0.06253,-0.54459
0.9783,0.50061
0.02052,0.09849
-0.07077,-0.03371
-1.44342,-0.12903
0.109,0.28334
-0.00664,0.71541
0.12785,-0.13358
0.0938,0.27591
0.03997,1.14319
-0.31477,-1.03964
0.0654,0.39325
0.0766,0.16932
0.39759,-0.18376
-0.25571,-0.3865
-0.26777,-0.22956
0.08312,-0.03886
-0.17801,-0.02934
0.3177,0.193
-0.27083,-0.58623
0.00953,-0.31073
0.73283,1.47823
-0.01765,-0.01531
-0.16343,-1.20418
-0.11263,0.11361
0.3279,-0.49134
-0.14061,-0.26786
-0.04946,0.39697
-0.25304,0.71376
-0.9002,0.01377
-0.02752,-0.02805
0.04754,0.26915
0.21059,-0.23129
-0.05677,0.15903
0.31171,0.27232
-0.72011,0.06767
-0.15974,0.09533
-0.16256,-0.13641
-0.05596,0.11687
1.44387,-0.78263
0.63429,0.00272
0.09862,0.018
-0.30786,0.66309
-0.62471,-0.08843
-0.00494,0.0328
-0.45975,0.12295
0.72568,0.03299
-0.73205,0.03409
-0.33355,-0.16622
0.08189,0.27824
0.00414,0.12114
-0.86247,0.65981
-0.416,0.27758
0.33314,0.00157
0.55497,0.89652
0.34585,-0.58777
0.71668,-0.21888
-0.25165,1.01666
-0.26541,-0.27687
0.25097,-0.13437
-0.93621,0.20011
0.11237,-0.78627
-0.13388,-0.00135
0.29132,0.01751
0.49388,0.77012
-0.14457,-0.02205
-0.38536,0.36315
-0.28028,-0.15144
-0.3571,-0.05127
0.9769,0.35982
0.36512,0.83524
-0.40555,-0.08815
1.07966,0.03172
0.05284,-0.44916
-1.22664,-0.54268
0.04291,0.03816
0.99927,-0.04567
-0.15158,0.38137
-0.68069,0.17658
-0.00791,0.19733
0.31086,1.22422
0.18497,0.79229
-0.10762,0.07881
-0.2526,0.09596
-0.49378,-0.64526
0.19037,-0.39412
-0.18432,0.20436
0.71191,0.05882
0.0031,0.06341
0.93628,0.0689
0.20342,0.20434
0.33541,-0.06003
0.104,-1.82103
-0.36237,-0.08144
0.1045,0.34091
-0.48857,0.27074
0.39744,-0.50126
-0.06501,0.06134
0.07984,0.04233
0.78698,-0.14767
-1.25902,-0.58673
0.17629,-0.01865
-0.74341,0.7467
-0.62838,1.00449
0.25546,-0.59661
0.14099,0.5687
0.22703,0.02161
0.18581,0.4726
0.06049,0.28144
0.04821,-0.4702
0.24403,0.09731
0.01494,-0.51302
0.1988,0.17223
0.06293,0.27399
1.37175,0.49221
0.23587,-0.11006
-0.29015,-1.13381
0.09107,-0.15027
-0.08042,-0.57158
0.53212,-0.03411
0.65409,0.25706
-1.29391,0.05947
-0.73034,-0.30706
-0.05675,-0.08582
-0.10961,-0.0704
-0.38982,-0.1677
-0.55416,-0.1516
0.47002,-0.11756
0.20742,-0.05644
0.08578,0.01803
-0.10051,0.79717
-0.2123,0.54753
0.03901,-0.06713
-0.36762,-0.6659
-0.03366,0.02149
0.80441,-0.13334
-0.46788,0.5456
0.26004,0.81412
