-0.028518,-0.103532
1.369858,-0.207604
0.353699,-0.100375
1.413991,1.775419
0.645431,-0.206789
-2.024804,1.043310
1.841506,-1.041959
0.238713,1.390738
-0.454884,1.711674
0.530006,1.845633
0.453790,-2.166172
-0.286430,2.825344
-0.945810,0.191963
-0.592222,1.813326
-0.829871,0.800262
-1.200169,-0.800330
-0.282862,0.906350
0.910321,0.043417
0.491361,0.418339
0.329243,-0.226230
-1.330856,0.781450
0.826145,-0.396540
0.272869,-1.091231
-0.138552,0.675183
-0.603482,-0.463833
-0.078435,-0.974573
-0.390490,0.483086
0.994255,0.265090
0.420394,-0.872447
0.197801,0.865577
-1.622134,0.703401
-0.157338,-1.067596
-0.975078,-1.784733
-0.821062,0.140772
0.053354,-0.164401
-0.963870,0.204688
3.588336,-1.188734
-2.163636,1.379692
-1.315443,1.731594
0.250701,-0.308962
-0.652073,2.375073
0.487819,0.225058
-0.969784,0.417624
-0.014758,-0.091360
0.691272,0.542782
-0.660440,0.454401
0.172209,0.989172
-0.103263,-0.164161
-0.402528,0.116666
0.002800,-0.257377
0.470225,-0.002062
-0.037636,0.028742
0.354704,-0.755466
-1.795666,1.979324
-0.127869,-0.232029
-0.932383,-0.995679
1.067384,-0.093554
0.511621,-1.206703
-0.531045,0.165285
0.683582,0.389257
-0.089589,0.057784
-0.312709,0.342883
-0.417464,-0.926333
-0.335784,-0.249481
-0.172384,0.136202
0.377113,0.330165
1.070295,2.440463
0.660598,0.362033
0.093746,-0.137596
-0.873106,-0.178810
-1.851661,-0.221418
0.589597,0.046473
0.152053,1.146455
0.292163,-0.894556
-2.535663,0.024186
-1.675569,-0.622412
1.132617,0.253245
-1.328143,-0.767841
0.005913,0.003887
-0.510780,0.407815
0.123115,-0.642790
-0.234656,0.080930
-0.360844,-0.046455
0.703407,0.219322
-0.042246,2.234265
0.175005,-0.155355
1.761254,-0.486574
0.797609,0.135665
-2.352565,0.135008
1.814387,-2.420779
-1.687799,0.405608
0.001885,0.003299
2.622624,-1.072914
-2.480954,0.271178
0.854191,0.621123
0.627897,0.438746
1.544128,1.659298
1.051443,0.839629
-0.119349,0.022362
0.450128,-1.885850
0.263035,-0.074289
0.666908,-0.596446
0.748864,0.143453
0.909063,-1.041797
-0.411526,-1.087368
0.053574,-0.143248
-0.278640,-0.634984
0.909085,1.495942
-0.770844,-1.344839
-0.050392,0.028809
0.632819,1.136964
-1.322855,-0.278647
-1.386681,1.559754
-0.473651,-0.026280
-0.223857,-0.787191
1.599774,0.209491
0.175236,0.046476
0.237006,-0.420097
0.502792,1.113300
1.178763,0.624384
-0.180641,-0.064466
0.383758,0.239797
2.601156,-0.200818
1.298460,1.048142
0.282931,0.472080
-1.821515,-1.960719
-1.686028,-0.320041
-0.838870,0.254555
0.376876,-0.494012
-0.343497,0.473653
-1.425916,-0.614646
0.139097,0.023184
0.788461,-1.709231
-0.011686,0.019160
0.913884,-0.022623
0.127470,-0.015391
1.312734,0.205930
-0.700398,0.307029
-0.540487,-0.487265
0.166278,0.038441
0.423044,-0.179155
-0.647244,0.523449
0.136366,0.676193
-0.233331,0.352578
2.170159,0.790421
0.036892,0.678013
-0.186654,0.313017
-0.528511,-0.601769
1.412682,-0.255998
2.016053,-2.131851
0.635836,0.013068
-0.223492,1.781268
0.027913,-0.175457
0.076435,-0.218267
-0.113501,-0.440527
-3.540409,-0.659544
0.507007,0.386066
0.290069,0.857415
-1.005621,-0.727099
-1.838048,1.946167
-0.735233,1.473447
-1.756140,1.144516
-0.213859,-0.921087
0.914239,1.052892
-0.389974,0.003065
0.128582,-0.361287
-1.044338,-0.655380
0.568439,0.554117
0.819899,-1.026875
0.532853,0.453781
0.413100,-0.935041
0.076473,0.022878
0.409615,-0.728310
-0.156631,0.617969
-0.290571,0.411733
1.091682,-0.230300
1.296181,-0.819631
-0.676665,0.813759
-1.685762,1.036121
-0.120845,0.155330
-2.092573,-0.193907
-0.199956,0.998408
0.629908,-0.125068
-0.042924,1.809583
-0.432234,-0.922550
-0.744571,-1.077094
0.095708,0.408442
-1.562922,-2.176513
1.913691,0.549960
0.000445,0.000833
-0.971136,1.217050
-0.286374,-1.257155
0.722803,-0.899452
3.022106,-1.172080
0.084511,0.361343
1.226294,-0.025342
-0.825659,0.607647
2.065751,1.335273
-0.240172,-0.082592
0.865880,-3.749314
0.217640,0.314534
-0.100454,-0.049555
0.250105,0.237546
-1.590983,-3.103942
-0.450260,-0.194041
-0.054763,0.203490
-0.246407,-0.635997
-1.504035,0.137021
-1.141243,0.432519
-0.063478,0.172708
-0.106347,-0.213741
0.069098,0.968693
-0.120121,0.986091
-0.308530,0.003301
2.916694,-1.512182
-0.385381,-0.238682
-0.055857,-0.076111
1.711411,-1.245460
0.358085,-0.324982
0.617952,0.938280
0.003558,0.061974
2.600735,-0.282097
-2.202433,-0.446989
-0.260053,-1.180821
-0.278631,-0.134082
-0.506546,0.159132
0.631489,-0.614570
-0.280472,0.430075
-1.087817,-1.434415
1.022095,1.004307
0.156856,0.066442
0.606880,0.327755
0.244041,-0.364966
-0.668050,0.814459
0.006999,0.024169
0.112041,0.208394
1.131845,-0.020996
-0.556416,-0.275659
-0.503659,-0.140563
0.135447,0.165653
0.550734,3.849114
0.462302,0.456509
0.351199,-2.262912
-0.619499,-1.228392
-1.696922,0.048131
-1.072467,0.358229
-0.816934,0.294689
0.019059,0.408868
-0.276043,0.099665
0.347647,-0.420454
-0.028979,-0.920294
0.726731,-0.880656
0.024586,0.056184
-1.231471,-2.268043
