T,2202,11.1000003815,19.8999996185,5.0,12.0,1000.1,0,0.0,G0,0
T,2301,9.69999980927,30.5,5.0,12.0,1000.0,0,0.0,G0,0
T,2302,10.3000001907,29.5,5.0,12.0,1000.1,0,0.0,G0,0
T,2401,20.0,10.6000003815,5.0,12.0,1000.0,0,0.0,G0,0
T,2402,21.0,9.39999961853,5.0,12.0,1000.1,0,0.0,G0,0
T,2101,10.8999996185,10.6000003815,5.0,12.0,1000.1,0,0.0,G0,0
T,2102,10.8999996185,9.39999961853,5.0,12.0,1000.1,0,0.0,G0,0
T,2101,11.8000001907,10.6000003815,5.0,12.0,1000.2,0,0.0,G0,0
T,2102,11.8000001907,9.39999961853,5.0,12.0,1000.2,0,0.0,G0,0
T,2201,11.3000001907,21.3999996185,5.0,12.0,1000.2,0,0.0,G0,0
T,2202,12.6000003815,20.7999992371,5.0,12.0,1000.3,0,0.0,G0,0
T,2301,9.69999980927,30.5,5.0,12.0,1000.2,0,0.0,G0,0
T,2302,10.3999996185,29.5,5.0,12.0,1000.3,0,0.0,G0,0
T,2401,21.7999992371,10.6999998093,5.0,12.0,1000.2,0,0.0,G0,0
T,2402,22.8999996185,9.5,5.0,12.0,1000.3,0,0.0,G0,0
T,2101,12.6999998093,10.6000003815,5.0,12.0,1000.3,0,0.0,G0,0
T,2102,12.6999998093,9.39999961853,5.0,12.0,1000.3,0,0.0,G0,0
T,2101,13.6000003815,10.6000003815,5.0,12.0,1000.4,0,0.0,G0,0
T,2102,13.6000003815,9.39999961853,5.0,12.0,1000.4,0,0.0,G0,0
T,2201,12.8000001907,22.2999992371,5.0,12.0,1000.4,0,0.0,G0,0
T,2202,14.1999998093,21.7000007629,5.0,12.0,1000.5,0,0.0,G0,0
T,2301,9.80000019073,30.6000003815,5.0,12.0,1000.4,0,0.0,G0,0
T,2302,10.5,29.6000003815,5.0,12.0,1000.5,0,0.0,G0,0
T,2401,23.7000007629,10.8000001907,5.0,12.0,1000.4,0,0.0,G0,0
T,2402,24.7999992371,9.80000019073,5.0,12.0,1000.5,0,0.0,G0,0
T,2101,14.5,10.6000003815,5.0,12.0,1000.5,0,0.0,G0,0
T,2102,14.5,9.39999961853,5.0,12.0,1000.5,0,0.0,G0,0
T,2101,15.3999996185,10.6000003815,5.0,12.0,1000.6,0,0.0,G0,0
T,2102,15.3999996185,9.39999961853,5.0,12.0,1000.6,0,0.0,G0,0
T,2201,14.3999996185,23.2000007629,5.0,12.0,1000.6,0,0.0,G0,0
T,2202,15.8000001907,22.6000003815,5.0,12.0,1000.7,0,0.0,G0,0
T,2301,9.89999961853,30.7000007629,5.0,12.0,1000.6,0,0.0,G0,0
T,2302,10.6000003815,29.7000007629,5.0,12.0,1000.7,0,0.0,G0,0
T,2401,25.5,11.1000003815,5.0,12.0,1000.6,0,0.0,G0,0
T,2402,26.7000007629,10.1000003815,5.0,12.0,1000.7,0,0.0,G0,0
T,2101,16.2999992371,10.6000003815,5.0,12.0,1000.7,0,0.0,G0,0
T,2102,16.2999992371,9.39999961853,5.0,12.0,1000.7,0,0.0,G0,0
T,2101,17.2000007629,10.6000003815,5.0,12.0,1000.8,0,0.0,G0,0
T,2102,17.2000007629,9.39999961853,5.0,12.0,1000.8,0,0.0,G0,0
T,2201,15.8999996185,24.1000003815,5.0,12.0,1000.8,0,0.0,G0,0
T,2202,17.2999992371,23.5,5.0,12.0,1000.9,0,0.0,G0,0
T,2301,10.1000003815,30.7999992371,5.0,12.0,1000.8,0,0.0,G0,0
T,2302,10.8000001907,29.7999992371,5.0,12.0,1000.9,0,0.0,G0,0
T,2401,27.2999992371,11.5,5.0,12.0,1000.8,0,0.0,G0,0
T,2402,28.5,10.6000003815,5.0,12.0,1000.9,0,0.0,G0,0
T,2101,18.1000003815,10.6000003815,5.0,12.0,1000.9,0,0.0,G0,0
T,2102,18.1000003815,9.39999961853,5.0,12.0,1000.9,0,0.0,G0,0
T,2101,19.0,10.6000003815,5.0,12.0,1001.0,0,0.0,G0,0
T,2102,19.0,9.39999961853,5.0,12.0,1001.0,0,0.0,G0,0
T,2201,17.5,25.0,5.0,12.0,1001.0,0,0.0,G0,0
T,2202,18.8999996185,24.3999996185,5.0,12.0,1001.1,0,0.0,G0,0
T,2301,10.3999996185,30.8999996185,5.0,12.0,1001.0,0,0.0,G0,0
T,2302,11.1000003815,30.0,5.0,12.0,1001.1,0,0.0,G0,0
T,2401,29.1000003815,12.0,5.0,12.0,1001.0,0,0.0,G0,0
T,2402,30.3999996185,11.1999998093,5.0,12.0,1001.1,0,0.0,G0,0
T,2101,19.8999996185,10.6000003815,5.0,12.0,1001.1,0,0.0,G0,0
T,2102,19.8999996185,9.39999961853,5.0,12.0,1001.1,0,0.0,G0,0
T,2101,20.7999992371,10.6000003815,5.0,12.0,1001.2,0,0.0,G0,0
T,2102,20.7999992371,9.39999961853,5.0,12.0,1001.2,0,0.0,G0,0
T,2201,19.1000003815,25.8999996185,5.0,12.0,1001.2,0,0.0,G0,0
T,2202,20.3999996185,25.2999992371,5.0,12.0,1001.3,0,0.0,G0,0
T,2301,10.6999998093,31.1000003815,5.0,12.0,1001.2,0,0.0,G0,0
T,2302,11.3999996185,30.1000003815,5.0,12.0,1001.3,0,0.0,G0,0
T,2401,30.7999992371,12.6999998093,5.0,12.0,1001.2,0,0.0,G0,0
T,2402,32.2000007629,11.8999996185,5.0,12.0,1001.3,0,0.0,G0,0
T,2101,21.7000007629,10.6000003815,5.0,12.0,1001.3,0,0.0,G0,0
T,2102,21.7000007629,9.39999961853,5.0,12.0,1001.3,0,0.0,G0,0
T,2101,22.6000003815,10.6000003815,5.0,12.0,1001.4,0,0.0,G0,0
T,2102,22.6000003815,9.39999961853,5.0,12.0,1001.4,0,0.0,G0,0
