T,2011,10,150.6,5,12,1000.0,0,0,G0,0
T,2012,10,149.4,5,12,1000.0,0,0,G0,0
T,2021,100.0,140.6,5,12,1000.0,0,0,G0,0
T,2022,100.0,139.4,5,12,1000.0,0,0,G0,0
T,2031,9.7,30.5,5,12,1000.0,0,0,G0,0
T,2041,9.7,10.5,5,12,1000.0,0,0,G0,0
T,2051,40.0,80.6,5,12,1000.0,0,0,G0,0
T,2061,169.4,10.2,5,12,1000.0,0,0,G0,0
T,2062,170.6,9.9,5,12,1000.0,0,0,G0,0
T,2071,60.9,99.6,5,12,1000.0,0,0,G0,0
T,2072,60.9,101.1,5,12,1000.0,0,0,G0,0
T,2081,9.985741,150.585741,5,12,1000.0,0,0,G0,0
T,2082,10.684929,150.084929,5,12,1000.0,0,0,G0,0
T,2101,100.0,120.6,5,12,1000.0,0,0,G0,0
T,2102,100.0,119.4,5,12,1000.0,0,0,G0,0
T,2011,10.9,150.6,5,12,1000.1,0,0,G0,0
T,2012,10.9,149.4,5,12,1000.1,0,0,G0,0
T,2021,100.9,140.6,5,12,1000.1,0,0,G0,0
T,2022,100.9,139.4,5,12,1000.1,0,0,G0,0
T,2032,11.1,29.9,5,12,1000.1,0,0,G0,0
T,2042,10.3,9.5,5,12,1000.1,0,0,G0,0
T,2052,41.0,79.4,5,12,1000.1,0,0,G0,0
T,2061,170.0,13.0,5,12,1000.1,0,0,G0,0
T,2062,171.2,12.7,5,12,1000.1,0,0,G0,0
T,2072,60.3,101.0,5,12,1000.1,0,0,G0,0
T,2071,60.0,98.9,5,12,1000.1,0,0,G0,0
T,2072,60.6,102.0,5,12,1000.1,0,0,G0,0
T,2081,11.0768495,150.7768495,5,12,1000.1,0,0,G0,0
T,2082,11.6069955,150.1069955,5,12,1000.1,0,0,G0,0
T,2101,100.9,120.6,5,12,1000.1,0,0,G0,0
T,2102,100.9,119.4,5,12,1000.1,0,0,G0,0
T,2011,11.8,150.6,5,12,1000.2,0,0,G0,0
T,2012,11.8,149.4,5,12,1000.2,0,0,G0,0
T,2021,101.8,140.6,5,12,1000.2,0,0,G0,0
T,2022,101.8,139.4,5,12,1000.2,0,0,G0,0
T,2031,11.3,31.4,5,12,1000.2,0,0,G0,0
T,2041,9.7,10.5,5,12,1000.2,0,0,G0,0
T,2051,41.8,80.7,5,12,1000.2,0,0,G0,0
T,2061,170.6,15.2,5,12,1000.2,0,0,G0,0
T,2062,171.8,14.9,5,12,1000.2,0,0,G0,0
T,2071,60.3,99.3,5,12,1000.2,0,0,G0,0
T,2072,60.3,101.2,5,12,1000.2,0,0,G0,0
T,2081,12.1227155,150.9227155,5,12,1000.2,0,0,G0,0
T,2082,10.787598,148.387598,5,12,1000.2,0,0,G0,0
T,2101,101.8,120.6,5,12,1000.2,0,0,G0,0
T,2102,101.8,119.4,5,12,1000.2,0,0,G0,0
T,2011,12.7,150.6,5,12,1000.3,0,0,G0,0
T,2012,12.7,149.4,5,12,1000.3,0,0,G0,0
T,2021,102.7,140.6,5,12,1000.3,0,0,G0,0
T,2022,102.7,139.4,5,12,1000.3,0,0,G0,0
T,2032,12.6,30.8,5,12,1000.3,0,0,G0,0
T,2042,10.4,9.5,5,12,1000.3,0,0,G0,0
T,2052,42.9,79.5,5,12,1000.3,0,0,G0,0
T,2061,171.2,17.1,5,12,1000.3,0,0,G0,0
T,2062,172.4,16.7,5,12,1000.3,0,0,G0,0
T,2071,59.9,99.2,5,12,1000.3,0,0,G0,0
T,2072,60.1,101.7,5,12,1000.3,0,0,G0,0
T,2081,13.620753,151.520753,5,12,1000.3,0,0,G0,0
T,2082,12.8193565,149.5193565,5,12,1000.3,0,0,G0,0
